LFQ	115	0	0	0	0	0	0	0	0	381396	0	0	0	1601604	0	0	0	0	0	0	0	0	0	1044526	0	0	0	0	1135502	0	0	0	0	2591600	0	0	0	0	4423800	0	0	0	10616455	0
LFQ	116	0	0	445	0	0	0	0	0	407107	0	0	0	1629550	0	0	0	0	0	0	0	0	0	1079049	0	0	0	0	1157311	0	0	0	0	2659025	0	0	0	0	4428669	0	0	0	10433393	0
LFQ	117	0	0	38	0	0	0	0	0	455344	0	0	0	1643102	0	0	0	0	0	0	0	0	0	1113303	0	0	0	0	1182165	0	0	0	0	2758386	0	0	0	0	4343897	0	0	0	10297964	0
LFQ	118	0	0	4	0	0	0	0	0	465186	0	0	0	1635835	0	0	0	0	0	0	0	0	0	1132354	0	0	0	0	1245249	0	0	0	0	2780992	0	0	0	0	4252475	0	0	0	10281735	0
LFQ	119	0	0	0	0	0	0	0	0	501824	0	0	0	1689077	0	0	0	0	0	0	0	0	0	1170273	0	0	0	0	1280817	0	0	0	0	2842428	0	0	0	0	4244994	0	0	0	10064060	0
LFQ	120	0	0	0	0	0	0	0	0	518213	0	0	0	1747942	0	0	0	0	0	0	0	0	0	1221672	0	0	0	0	1373643	0	0	0	0	2884473	0	0	0	0	4150791	0	0	0	9896354	0
LFQ	121	0	0	0	0	0	0	0	0	532681	0	0	0	1772561	0	0	0	0	0	0	0	0	0	1259531	0	0	0	0	1481408	0	0	0	0	2907568	0	0	0	0	4030013	0	0	0	9808949	0
LFQ	122	0	0	0	0	0	0	0	0	551830	0	0	0	1796687	0	0	0	0	0	0	0	0	0	1300632	0	0	0	0	1608948	0	0	0	0	2941497	0	0	0	0	3888671	0	0	0	9704043	0
LFQ	123	0	0	28	0	0	0	0	0	558815	0	0	0	1933152	0	0	0	0	0	0	0	0	0	1357585	0	0	0	0	1651074	0	0	0	0	2944708	0	0	0	0	3849548	0	0	0	9496958	0
LFQ	124	0	0	0	0	0	0	0	0	586183	0	0	0	1922334	0	0	0	0	0	0	0	0	0	1405513	0	0	0	0	1751990	0	0	0	0	2993294	0	0	0	0	3766091	0	0	0	9365994	0
LFQ	125	0	0	0	0	0	0	0	0	592859	0	0	0	1946464	0	0	0	0	0	0	0	0	0	1404266	0	0	0	0	1781104	0	0	0	0	2999602	0	0	0	0	3764738	0	0	0	9301948	0
LFQ	126	0	0	0	0	0	0	0	0	599796	0	0	0	1974149	0	0	0	0	0	0	0	0	0	1423470	0	0	0	0	1857088	0	0	0	0	2991641	0	0	0	0	3717651	0	0	0	9226762	0
LFQ	127	0	0	0	0	0	0	0	0	614180	0	0	0	2027784	0	0	0	0	0	0	0	0	0	1449634	0	0	0	0	1888456	0	0	0	0	2983719	0	0	0	0	3753834	0	0	0	9072518	0
LFQ	128	0	0	0	0	0	0	0	0	634284	0	0	0	2091441	0	0	0	0	0	0	0	0	0	1488546	0	0	0	0	1951732	0	0	0	0	3005593	0	0	0	0	3725462	0	0	0	8892624	0
LFQ	129	0	0	0	0	0	0	0	0	647653	0	0	0	2148777	0	0	0	0	0	0	0	0	0	1526882	0	0	0	0	2003387	0	0	0	0	3005891	0	0	0	0	3776467	0	0	0	8680121	0
LFQ	130	0	0	0	0	0	0	0	0	662176	0	0	0	2215828	0	0	0	0	0	0	0	0	0	1564867	0	0	0	0	2074363	0	0	0	0	2980952	0	0	0	0	3823095	0	0	0	8467318	0
LFQ	131	0	0	0	0	0	0	0	0	671892	0	0	0	2248322	0	0	0	0	0	0	0	0	0	1589160	0	0	0	0	2096020	0	0	0	0	2999902	0	0	0	0	3837477	0	0	0	8345213	0
LFQ	132	0	0	104	0	0	0	0	0	698605	0	0	0	2366262	0	0	0	0	0	0	0	0	0	1654493	0	0	0	0	2208502	0	0	0	0	2928072	0	0	0	0	3923338	0	0	0	8007999	0
LFQ	133	0	0	347	0	0	0	0	0	730518	0	0	0	2477479	0	0	0	0	0	0	0	0	0	1707158	0	0	0	0	2261025	0	0	0	0	2919778	0	0	0	0	3959057	0	0	0	7731381	0
LFQ	134	0	0	355	0	0	0	0	0	740153	0	0	0	2531216	0	0	0	0	0	0	0	0	0	1771951	0	0	0	0	2340246	0	0	0	0	2895880	0	0	0	0	4020504	0	0	0	7485746	0
LFQ	135	0	0	0	0	0	0	0	0	752277	0	0	0	2603885	0	0	0	0	0	0	0	0	0	1803347	0	0	0	0	2453282	0	0	0	0	2809498	0	0	0	0	4108954	0	0	0	7254167	0
LFQ	136	0	0	0	0	0	0	0	0	763563	0	0	0	2698444	0	0	0	0	0	0	0	0	0	1859457	0	0	0	0	2596455	0	0	0	0	2672055	0	0	0	0	4263714	0	0	0	6930962	0
LFQ	137	0	0	378	0	0	0	0	0	792395	0	0	0	2764472	0	0	0	0	0	0	0	0	0	1906853	0	0	0	0	2596538	0	0	0	0	2720123	0	0	0	0	4204019	0	0	0	6798680	0
LFQ	138	0	0	0	0	0	0	0	0	817533	0	0	0	2839879	0	0	0	0	0	0	0	0	0	1940294	0	0	0	0	2633094	0	0	0	0	2748752	0	0	0	0	4175886	0	0	0	6626173	0
LFQ	139	0	0	13	0	0	0	0	0	823350	0	0	0	2905525	0	0	0	0	0	0	0	0	0	1983770	0	0	0	0	2740654	0	0	0	0	2656896	0	0	0	0	4296829	0	0	0	6371556	0
LFQ	140	0	0	0	0	0	0	0	0	834550	0	0	0	2946866	0	0	0	0	0	0	0	0	0	2003729	0	0	0	0	2785937	0	0	0	0	2618558	0	0	0	0	4326766	0	0	0	6256457	0
LFQ	141	0	0	20	0	0	0	0	0	838713	0	0	0	2987943	0	0	0	0	0	0	0	0	0	2034090	0	0	0	0	2865842	0	0	0	0	2558381	0	0	0	0	4391040	0	0	0	6084216	0
LFQ	142	0	0	39	0	0	0	0	0	858859	0	0	0	3043395	0	0	0	0	0	0	0	0	0	2054892	0	0	0	0	2876050	0	0	0	0	2556915	0	0	0	0	4364465	0	0	0	5976255	0
LFQ	143	0	0	0	0	0	0	0	0	887508	0	0	0	3129881	0	0	0	0	0	0	0	0	0	2087070	0	0	0	0	2902040	0	0	0	0	2551171	0	0	0	0	4339524	0	0	0	5830671	0
LFQ	144	0	0	0	0	0	0	0	0	902014	0	0	0	3185971	0	0	0	0	0	0	0	0	0	2126179	0	0	0	0	2940929	0	0	0	0	2558828	0	0	0	0	4335516	0	0	0	5677646	0
LFQ	145	0	0	0	0	0	0	0	0	923819	0	0	0	3253509	0	0	0	0	0	0	0	0	0	2154880	0	0	0	0	2946386	0	0	0	0	2582207	0	0	0	0	4291132	0	0	0	5574347	0
LFQ	146	0	0	0	0	0	0	0	0	946814	0	0	0	3326797	0	0	0	0	0	0	0	0	0	2196823	0	0	0	0	2988001	0	0	0	0	2570348	0	0	0	0	4293008	0	0	0	5403668	0
LFQ	147	0	0	1141	0	0	0	0	0	988422	0	0	0	3449623	0	0	0	0	0	0	0	0	0	2253838	0	0	0	0	3016957	0	0	0	0	2598528	0	0	0	0	4225416	0	0	0	5190708	0
LFQ	148	0	0	151	0	0	0	0	0	998639	0	0	0	3505484	0	0	0	0	0	0	0	0	0	2298001	0	0	0	0	3071833	0	0	0	0	2584658	0	0	0	0	4241551	0	0	0	5023408	0
LFQ	149	0	0	0	0	0	0	0	0	1019818	0	0	0	3551260	0	0	0	0	0	0	0	0	0	2318516	0	0	0	0	3089599	0	0	0	0	2584281	0	0	0	0	4228556	0	0	0	4930823	0
LFQ	150	0	0	0	0	0	0	0	0	1611924	0	0	0	5264628	0	0	0	0	0	0	0	0	0	3132402	0	0	0	0	3438437	0	0	0	0	2424081	0	0	0	0	3240127	0	0	0	2610221	0
# GC Content of first fragments. Use `grep ^GCF | cut -f 2-` to extract this part.
GCF	4.52	0
GCF	9.30	1
GCF	10.05	2
GCF	10.80	3
GCF	11.31	0
GCF	12.06	3
GCF	12.81	8
GCF	13.32	11
GCF	13.82	28
GCF	14.32	30
GCF	14.82	46
GCF	15.33	75
GCF	15.83	124
GCF	16.33	130
GCF	16.83	166
GCF	17.34	267
GCF	17.84	487
GCF	18.34	490
GCF	18.84	729
GCF	19.35	1219
GCF	19.85	1755
GCF	20.35	1765
GCF	20.85	2594
GCF	21.36	3640
GCF	21.86	5458
GCF	22.36	5480
GCF	22.86	7739
GCF	23.37	11153
GCF	23.87	15278
GCF	24.37	15312
GCF	24.87	21145
GCF	25.38	27773
GCF	25.88	35729
GCF	26.38	35766
GCF	26.88	46826
GCF	27.39	57969
GCF	27.89	73507
GCF	28.39	73590
GCF	28.89	89624
GCF	29.40	107566
GCF	29.90	126997
GCF	30.40	127055
GCF	30.90	148963
GCF	31.41	171940
GCF	31.91	195645
GCF	32.41	195785
GCF	32.91	221165
GCF	33.42	248920
GCF	33.92	277908
GCF	34.42	307599
GCF	34.92	307689
GCF	35.43	340031
GCF	35.93	372886
GCF	36.43	404060
GCF	36.93	404199
GCF	37.44	438763
GCF	37.94	471320
GCF	38.44	504624
GCF	38.94	504648
GCF	39.45	535925
GCF	39.95	569172
GCF	40.45	601022
GCF	40.95	601211
GCF	41.46	628536
GCF	41.96	653695
GCF	42.46	672445
GCF	42.96	672514
GCF	43.47	685730
GCF	43.97	697035
GCF	44.47	699345
GCF	44.97	699366
GCF	45.48	695652
GCF	45.98	682398
GCF	46.48	666088
GCF	46.98	665808
GCF	47.49	644647
GCF	47.99	618676
GCF	48.49	589349
GCF	48.99	589242
GCF	49.50	557825
GCF	50.00	526713
GCF	50.50	491995
GCF	51.01	491849
GCF	51.51	461760
GCF	52.01	429267
GCF	52.51	396929
GCF	53.02	396857
GCF	53.52	365521
GCF	54.02	341380
GCF	54.52	316177
GCF	55.03	316136
GCF	55.53	296015
GCF	56.03	276973
GCF	56.53	259658
GCF	57.04	259583
GCF	57.54	244673
GCF	58.04	230766
GCF	58.54	217191
GCF	59.05	217118
GCF	59.55	205391
GCF	60.05	195260
GCF	60.55	184715
GCF	61.06	184703
GCF	61.56	173518
GCF	62.06	163656
GCF	62.56	151153
GCF	63.07	151107
GCF	63.57	138570
GCF	64.07	125047
GCF	64.57	113099
GCF	65.08	113070
GCF	65.58	100206
GCF	66.08	87391
GCF	66.58	76454
GCF	67.09	64959
GCF	67.59	64905
GCF	68.09	53824
GCF	68.59	44729
GCF	69.10	36752
GCF	69.60	36714
GCF	70.10	28797
GCF	70.60	22929
GCF	71.11	17606
GCF	71.61	17585
GCF	72.11	13771
GCF	72.61	10387
GCF	73.12	7651
GCF	73.62	7640
GCF	74.12	5613
GCF	74.62	3927
GCF	75.13	2841
GCF	75.63	2835
GCF	76.13	1966
GCF	76.63	1438
GCF	77.14	890
GCF	77.64	892
GCF	78.14	536
GCF	78.64	331
GCF	79.15	178
GCF	79.65	174
GCF	80.15	84
GCF	80.65	50
GCF	81.16	24
GCF	81.66	21
GCF	82.16	8
GCF	82.66	6
GCF	83.42	3
GCF	84.92	1
# GC Content of last fragments. Use `grep ^GCL | cut -f 2-` to extract this part.
GCL	3.77	0
GCL	8.29	1
GCL	9.30	4
GCL	10.05	6
GCL	10.80	5
GCL	11.31	10
GCL	11.81	21
GCL	12.31	24
GCL	12.81	20
GCL	13.32	45
GCL	13.82	61
GCL	14.32	64
GCL	14.82	89
GCL	15.33	181
GCL	15.83	229
GCL	16.33	231
GCL	16.83	330
GCL	17.34	542
GCL	17.84	792
GCL	18.34	810
GCL	18.84	1181
GCL	19.35	1645
GCL	19.85	2486
GCL	20.35	2502
GCL	20.85	3523
GCL	21.36	4929
GCL	21.86	6975
GCL	22.36	7004
GCL	22.86	9571
GCL	23.37	13030
GCL	23.87	17825
GCL	24.37	17860
GCL	24.87	23755
GCL	25.38	31548
GCL	25.88	40235
GCL	26.38	40301
GCL	26.88	50529
GCL	27.39	62417
GCL	27.89	77429
GCL	28.39	77515
GCL	28.89	93961
GCL	29.40	112257
GCL	29.90	131022
GCL	30.40	131067
GCL	30.90	153407
GCL	31.41	176766
GCL	31.91	200356
GCL	32.41	200492
GCL	32.91	225507
GCL	33.42	251329
GCL	33.92	280026
GCL	34.42	309779
GCL	34.92	309895
GCL	35.43	340710
GCL	35.93	373101
GCL	36.43	404846
GCL	36.93	404892
GCL	37.44	435501
GCL	37.94	469693
GCL	38.44	499084
GCL	38.94	499020
GCL	39.45	533408
GCL	39.95	562567
GCL	40.45	594159
GCL	40.95	594322
GCL	41.46	620675
GCL	41.96	643103
GCL	42.46	662135
GCL	42.96	662144
GCL	43.47	676834
GCL	43.97	686038
GCL	44.47	688413
GCL	44.97	688419
GCL	45.48	684580
GCL	45.98	673638
GCL	46.48	655854
GCL	46.98	655569
GCL	47.49	637354
GCL	47.99	610340
GCL	48.49	581727
GCL	48.99	581639
GCL	49.50	552681
GCL	50.00	521760
GCL	50.50	490513
GCL	51.01	490444
GCL	51.51	457768
GCL	52.01	424863
GCL	52.51	397146
GCL	53.02	397083
GCL	53.52	367978
GCL	54.02	340514
GCL	54.52	318176
GCL	55.03	318081
GCL	55.53	295510
GCL	56.03	277191
GCL	56.53	260020
GCL	57.04	259964
GCL	57.54	243765
GCL	58.04	230249
GCL	58.54	217655
GCL	59.05	217527
GCL	59.55	206173
GCL	60.05	195192
GCL	60.55	185104
GCL	61.06	185071
GCL	61.56	175099
GCL	62.06	164033
GCL	62.56	152133
GCL	63.07	152120
GCL	63.57	141537
GCL	64.07	128358
GCL	64.57	116353
GCL	65.08	116324
GCL	65.58	105163
GCL	66.08	93050
GCL	66.58	81406
GCL	67.09	70763
GCL	67.59	70717
GCL	68.09	60300
GCL	68.59	50289
GCL	69.10	41638
GCL	69.60	41615
GCL	70.10	33986
GCL	70.60	27070
GCL	71.11	21704
GCL	71.61	21686
GCL	72.11	17200
GCL	72.61	13313
GCL	73.12	10255
GCL	73.62	10231
GCL	74.12	7639
GCL	74.62	5461
GCL	75.13	4038
GCL	75.63	4030
GCL	76.13	2935
GCL	76.63	2106
GCL	77.39	1425
GCL	78.14	1019
GCL	78.64	640
GCL	79.15	392
GCL	79.65	382
GCL	80.15	240
GCL	80.65	160
GCL	81.16	85
GCL	81.66	81
GCL	82.16	47
GCL	82.66	29
GCL	83.42	16
GCL	84.17	3
GCL	84.67	7
GCL	85.18	4
GCL	85.68	3
GCL	86.43	2
GCL	87.19	0
GCL	87.69	1
GCL	88.94	0
GCL	90.20	1
GCL	90.70	2
GCL	91.21	1
# ACGT content per cycle. Use `grep ^GCC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
GCC	1	21.68	23.80	42.32	12.20	1.04	0.00
GCC	2	20.61	23.16	15.84	40.38	0.00	0.00
GCC	3	28.01	22.89	19.25	29.84	0.00	0.00
GCC	4	19.15	27.82	14.38	38.65	0.00	0.00
GCC	5	30.00	18.81	14.10	37.09	0.00	0.00
GCC	6	34.25	16.27	27.74	21.75	0.00	0.00
GCC	7	29.35	20.00	25.13	25.52	0.00	0.00
GCC	8	35.35	19.72	23.17	21.76	0.00	0.00
GCC	9	19.50	34.81	22.74	22.96	0.00	0.00
GCC	10	26.33	25.33	17.93	30.42	0.00	0.00
GCC	11	24.07	18.48	32.30	25.14	0.00	0.00
GCC	12	24.28	23.17	21.76	30.79	0.00	0.00
GCC	13	22.49	24.09	26.35	27.06	0.00	0.00
GCC	14	21.42	30.07	21.68	26.83	0.00	0.00
GCC	15	28.06	24.15	24.43	23.36	0.00	0.00
GCC	16	28.04	22.65	24.07	25.24	0.00	0.00
GCC	17	28.08	22.46	22.19	27.28	0.00	0.00
GCC	18	28.14	22.19	22.42	27.25	0.00	0.00
GCC	19	27.54	22.43	23.08	26.95	0.00	0.00
GCC	20	27.34	22.86	22.81	26.99	0.00	0.00
GCC	21	27.26	22.84	22.79	27.11	0.00	0.00
GCC	22	26.83	22.95	23.11	27.12	0.00	0.00
GCC	23	26.95	23.06	22.80	27.18	0.00	0.00
GCC	24	27.14	22.79	22.95	27.12	0.00	0.00
GCC	25	26.73	22.93	23.24	27.10	0.00	0.00
GCC	26	26.88	23.06	22.90	27.15	0.00	0.00
GCC	27	27.20	22.84	23.04	26.93	0.00	0.00
GCC	28	26.97	23.00	23.21	26.82	0.00	0.00
GCC	29	27.10	23.08	22.91	26.91	0.00	0.00
GCC	30	27.31	22.86	22.96	26.87	0.00	0.00
GCC	31	26.98	23.01	23.15	26.86	0.00	0.00
GCC	32	27.12	23.04	22.82	27.02	0.00	0.00
GCC	33	27.28	22.81	22.88	27.03	0.00	0.00
GCC	34	26.86	22.92	23.11	27.11	0.00	0.00
GCC	35	26.96	23.05	22.83	27.15	0.00	0.00
GCC	36	27.16	22.80	22.96	27.08	0.00	0.00
GCC	37	26.83	22.95	23.20	27.02	0.00	0.00
GCC	38	26.97	23.05	22.91	27.07	0.00	0.00
GCC	39	27.15	22.87	22.99	26.99	0.00	0.00
GCC	40	26.90	22.98	23.22	26.89	0.00	0.00
GCC	41	27.02	23.11	22.86	27.01	0.00	0.00
GCC	42	27.24	22.90	22.93	26.93	0.00	0.00
GCC	43	26.89	22.97	23.17	26.97	0.00	0.00
GCC	44	27.02	23.08	22.85	27.05	0.00	0.00
GCC	45	27.21	22.82	22.92	27.05	0.00	0.00
GCC	46	26.84	22.95	23.15	27.07	0.00	0.00
GCC	47	26.99	23.04	22.84	27.14	0.00	0.00
GCC	48	27.20	22.82	22.96	27.02	0.00	0.00
GCC	49	26.86	22.96	23.20	26.98	0.00	0.00
GCC	50	27.00	23.06	22.88	27.07	0.00	0.00
GCC	51	27.17	22.92	22.95	26.96	0.00	0.00
GCC	52	26.86	23.05	23.15	26.94	0.00	0.00
GCC	53	27.01	23.12	22.85	27.02	0.00	0.00
GCC	54	27.19	22.92	22.93	26.96	0.00	0.00
GCC	55	26.91	22.98	23.12	27.00	0.00	0.00
GCC	56	27.01	23.10	22.84	27.05	0.00	0.00
GCC	57	27.21	22.88	22.90	27.00	0.00	0.00
GCC	58	26.85	22.98	23.14	27.03	0.00	0.00
GCC	59	26.99	23.04	22.88	27.09	0.00	0.00
GCC	60	27.17	22.81	23.00	27.01	0.00	0.00
GCC	61	26.85	23.01	23.18	26.95	0.00	0.00
GCC	62	26.98	23.09	22.88	27.04	0.00	0.00
GCC	63	27.15	22.93	22.96	26.96	0.00	0.00
GCC	64	26.88	23.03	23.16	26.93	0.00	0.00
GCC	65	26.99	23.12	22.84	27.04	0.00	0.00
GCC	66	27.17	22.88	22.94	27.00	0.00	0.00
GCC	67	26.87	22.99	23.15	26.99	0.00	0.00
GCC	68	27.02	23.09	22.83	27.06	0.00	0.00
GCC	69	27.15	22.89	22.94	27.02	0.00	0.00
GCC	70	26.87	22.98	23.18	26.97	0.00	0.00
GCC	71	26.96	23.06	22.89	27.09	0.00	0.00
GCC	72	27.16	22.89	22.98	26.97	0.00	0.00
GCC	73	26.84	23.03	23.16	26.97	0.00	0.00
GCC	74	26.95	23.15	22.88	27.02	0.00	0.00
GCC	75	27.17	22.93	22.95	26.95	0.00	0.00
GCC	76	26.83	23.04	23.15	26.98	0.00	0.00
GCC	77	27.00	23.10	22.87	27.03	0.00	0.00
GCC	78	27.20	22.92	22.92	26.96	0.00	0.00
GCC	79	26.87	22.97	23.17	26.98	0.00	0.00
GCC	80	27.03	23.08	22.86	27.03	0.00	0.00
GCC	81	27.17	22.88	22.93	27.02	0.00	0.00
GCC	82	26.83	22.98	23.19	27.00	0.00	0.00
GCC	83	26.97	23.09	22.87	27.08	0.00	0.00
GCC	84	27.14	22.90	22.98	26.97	0.00	0.00
GCC	85	26.86	23.03	23.17	26.94	0.00	0.00
GCC	86	26.98	23.12	22.87	27.04	0.00	0.00
GCC	87	27.15	22.93	22.95	26.96	0.00	0.00
GCC	88	26.85	23.02	23.16	26.97	0.00	0.00
GCC	89	26.98	23.10	22.88	27.04	0.00	0.00
GCC	90	27.17	22.87	22.96	27.00	0.00	0.00
GCC	91	26.85	23.04	23.15	26.96	0.00	0.00
GCC	92	26.97	23.07	22.86	27.09	0.00	0.00
GCC	93	27.12	22.90	22.98	27.01	0.00	0.00
GCC	94	26.83	23.03	23.17	26.97	0.00	0.00
GCC	95	26.97	23.08	22.88	27.07	0.00	0.00
GCC	96	27.09	22.96	22.97	26.98	0.00	0.00
GCC	97	26.85	23.05	23.15	26.94	0.00	0.00
GCC	98	26.97	23.13	22.88	27.02	0.00	0.00
GCC	99	27.14	22.94	22.94	26.98	0.00	0.00
GCC	100	26.84	23.02	23.14	26.99	0.00	0.00
GCC	101	26.97	23.14	22.84	27.06	0.00	0.00
GCC	102	27.15	22.93	22.92	27.00	0.00	0.00
GCC	103	26.84	23.05	23.13	26.98	0.00	0.00
GCC	104	26.96	23.11	22.87	27.06	0.00	0.00
GCC	105	27.14	22.90	22.98	26.99	0.00	0.00
GCC	106	26.83	23.05	23.17	26.94	0.00	0.00
GCC	107	26.96	23.14	22.86	27.04	0.00	0.00
GCC	108	27.13	22.94	22.96	26.97	0.00	0.00
GCC	109	26.84	23.07	23.14	26.95	0.00	0.00
GCC	110	26.95	23.14	22.87	27.04	0.00	0.00
GCC	111	27.11	22.97	22.94	26.98	0.00	0.00
GCC	112	26.82	23.08	23.14	26.96	0.00	0.00
GCC	113	26.94	23.12	22.89	27.05	0.00	0.00
GCC	114	27.09	22.96	22.94	27.01	0.00	0.00
GCC	115	26.82	23.05	23.17	26.96	0.00	0.00
GCC	116	26.95	23.13	22.87	27.04	0.00	0.00
GCC	117	27.09	22.98	22.95	26.97	0.00	0.00
GCC	118	26.82	23.05	23.16	26.97	0.00	0.00
GCC	119	26.95	23.15	22.86	27.03	0.00	0.00
GCC	120	27.09	22.99	22.94	26.97	0.00	0.00
GCC	121	26.82	23.08	23.15	26.94	0.00	0.00
GCC	122	26.91	23.19	22.87	27.04	0.00	0.00
GCC	123	27.08	22.99	22.97	26.96	0.00	0.00
GCC	124	26.80	23.08	23.15	26.97	0.00	0.00
GCC	125	26.91	23.16	22.87	27.05	0.00	0.00
GCC	126	27.08	22.96	22.96	26.99	0.00	0.00
GCC	127	26.78	23.09	23.16	26.98	0.00	0.00
GCC	128	26.92	23.18	22.86	27.05	0.00	0.00
GCC	129	27.05	23.01	22.98	26.97	0.00	0.00
GCC	130	26.81	23.10	23.14	26.95	0.00	0.00
GCC	131	26.90	23.18	22.90	27.01	0.00	0.00
GCC	132	27.06	23.01	22.97	26.95	0.00	0.00
GCC	133	26.80	23.12	23.15	26.94	0.00	0.00
GCC	134	26.90	23.23	22.86	27.01	0.00	0.00
GCC	135	27.04	23.00	22.96	26.99	0.00	0.00
GCC	136	26.78	23.12	23.17	26.92	0.00	0.00
GCC	137	26.87	23.20	22.87	27.07	0.00	0.00
GCC	138	27.04	23.05	22.94	26.97	0.00	0.00
GCC	139	26.77	23.14	23.13	26.96	0.00	0.00
GCC	140	26.87	23.22	22.88	27.04	0.00	0.00
GCC	141	27.02	23.06	22.98	26.94	0.00	0.00
GCC	142	26.72	23.19	23.19	26.90	0.00	0.00
GCC	143	26.85	23.28	22.88	26.99	0.00	0.00
GCC	144	27.00	23.10	23.00	26.90	0.00	0.00
GCC	145	26.73	23.23	23.16	26.88	0.00	0.00
GCC	146	26.85	23.28	22.92	26.96	0.00	0.00
GCC	147	26.97	23.12	23.00	26.91	0.00	0.00
GCC	148	26.70	23.24	23.17	26.90	0.00	0.00
GCC	149	26.81	23.29	22.92	26.98	0.00	0.00
GCC	150	26.83	23.19	22.93	27.05	0.00	0.00
# ACGT content per cycle, read oriented. Use `grep ^GCT | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]
GCT	1	21.68	23.80	42.32	12.20
GCT	2	20.61	23.17	15.84	40.39
GCT	3	28.01	22.89	19.25	29.85
GCT	4	19.15	27.82	14.38	38.65
GCT	5	30.00	18.81	14.10	37.09
GCT	6	34.25	16.26	27.74	21.74
GCT	7	29.35	20.00	25.13	25.52
GCT	8	35.35	19.72	23.17	21.76
GCT	9	19.50	34.81	22.73	22.96
GCT	10	26.32	25.33	17.93	30.42
GCT	11	24.07	18.48	32.30	25.14
GCT	12	24.28	23.17	21.76	30.79
GCT	13	22.49	24.09	26.35	27.06
GCT	14	21.42	30.07	21.68	26.83
GCT	15	28.06	24.15	24.43	23.36
GCT	16	28.04	22.65	24.07	25.24
GCT	17	28.08	22.46	22.19	27.28
GCT	18	28.14	22.19	22.42	27.25
GCT	19	27.54	22.43	23.07	26.95
GCT	20	27.34	22.86	22.81	26.99
GCT	21	27.26	22.84	22.79	27.11
GCT	22	26.83	22.95	23.11	27.12
GCT	23	26.95	23.06	22.80	27.18
GCT	24	27.14	22.79	22.95	27.12
GCT	25	26.73	22.93	23.24	27.10
GCT	26	26.88	23.06	22.90	27.15
GCT	27	27.20	22.84	23.04	26.93
GCT	28	26.97	23.00	23.21	26.82
GCT	29	27.10	23.08	22.91	26.91
GCT	30	27.31	22.86	22.96	26.87
GCT	31	26.98	23.01	23.15	26.86
GCT	32	27.12	23.04	22.82	27.02
GCT	33	27.28	22.81	22.88	27.03
GCT	34	26.86	22.92	23.11	27.11
GCT	35	26.96	23.05	22.83	27.15
GCT	36	27.16	22.80	22.96	27.08
GCT	37	26.82	22.95	23.20	27.02
GCT	38	26.97	23.05	22.91	27.07
GCT	39	27.15	22.87	22.99	26.99
GCT	40	26.90	22.98	23.22	26.89
GCT	41	27.02	23.11	22.86	27.01
GCT	42	27.24	22.90	22.93	26.93
GCT	43	26.89	22.97	23.17	26.97
GCT	44	27.02	23.08	22.85	27.05
GCT	45	27.21	22.82	22.92	27.05
GCT	46	26.84	22.95	23.15	27.07
GCT	47	26.99	23.04	22.84	27.14
GCT	48	27.20	22.82	22.96	27.02
GCT	49	26.86	22.96	23.20	26.98
GCT	50	27.00	23.06	22.88	27.07
GCT	51	27.17	22.92	22.95	26.96
GCT	52	26.86	23.05	23.15	26.94
GCT	53	27.01	23.12	22.85	27.02
GCT	54	27.19	22.92	22.93	26.96
GCT	55	26.91	22.98	23.12	27.00
GCT	56	27.01	23.10	22.84	27.05
GCT	57	27.21	22.88	22.90	27.00
GCT	58	26.85	22.98	23.14	27.03
GCT	59	26.99	23.04	22.88	27.09
GCT	60	27.17	22.81	23.00	27.01
GCT	61	26.85	23.01	23.18	26.95
GCT	62	26.98	23.09	22.88	27.04
GCT	63	27.15	22.93	22.96	26.96
GCT	64	26.88	23.03	23.16	26.93
GCT	65	26.99	23.12	22.84	27.05
GCT	66	27.17	22.88	22.94	27.00
GCT	67	26.87	22.99	23.15	26.99
GCT	68	27.02	23.09	22.83	27.06
GCT	69	27.15	22.89	22.94	27.02
GCT	70	26.87	22.98	23.18	26.97
GCT	71	26.96	23.06	22.89	27.09
GCT	72	27.16	22.89	22.98	26.97
GCT	73	26.84	23.03	23.16	26.97
GCT	74	26.95	23.14	22.88	27.02
GCT	75	27.17	22.93	22.95	26.95
GCT	76	26.83	23.04	23.15	26.98
GCT	77	27.00	23.10	22.87	27.03
GCT	78	27.20	22.92	22.92	26.96
GCT	79	26.87	22.97	23.17	26.98
GCT	80	27.03	23.08	22.86	27.03
GCT	81	27.17	22.88	22.93	27.02
GCT	82	26.83	22.99	23.19	27.00
GCT	83	26.97	23.09	22.87	27.08
GCT	84	27.14	22.90	22.98	26.97
GCT	85	26.86	23.03	23.17	26.94
GCT	86	26.98	23.12	22.87	27.04
GCT	87	27.16	22.93	22.95	26.96
GCT	88	26.85	23.02	23.16	26.97
GCT	89	26.98	23.10	22.87	27.04
GCT	90	27.17	22.87	22.96	27.00
GCT	91	26.85	23.04	23.15	26.96
GCT	92	26.97	23.07	22.86	27.09
GCT	93	27.12	22.90	22.98	27.01
GCT	94	26.83	23.03	23.17	26.97
GCT	95	26.97	23.08	22.87	27.07
GCT	96	27.09	22.96	22.97	26.98
